in_charge,print_number,mvmd_remarks,district,usage,purpose,type,type_detail,make,maintainance,maintainance_remarks,maintainance_end_date,maintenance_mileage,vehicle_class,license,vehicle_model,chassis_number,engine_number,cylinder_capacity,color,body_type,gross_weight,registered_owner,owner_registration_date,manufacture_year,first_registration_date,rearview_mirror,後備匙,spare_key,car_loan,remarks,new_car,gratia_payment_scheme
Adam,W517,,馬料水,吐露二期,工程車,燈車,5.5噸燈車,ISUZU,新記包保養,,,,S.P.V.,2,NPR75HH,JAANPR75HA7100777,4HK1-808591,5193,YELLOW,TRAFFIC WARNING SIGN,5.5,偉金建築,2010-06-07,2010,2010-06-07,Y,N,Y,,,,
Adam,W706,,馬料水,吐露二期,工程車,燈車,5.5噸燈車,ISUZU,新記包保養,,,,S.P.V.,2,NPR75HH,JAANPR75HA7100686,4HK1-800443,5193,YELLOW,TRAFFIC WARNING SIGN,5.5,偉金建築,2010-06-07,2010,2010-06-07,N,Y,Y,,,,
Adam,W542,,馬料水,吐露二期,工程車,燈車,5.5噸燈車,ISUZU,新記包保養,,,,S.P.V.,2,NPR75HH,JAANPR75HA7100685,4HK1-385647,5193,YELLOW,TRAFFIC WARNING SIGN,5.5,偉金建築,2010-06-07,2010,2010-06-07,Y,N,Y,,,,
Adam,W655,,馬料水,安全部,員工車,私家車,5座位私家車,TOYOTA,新記包保養,,,,Private Car,2,FUNCARGO,NCP20-0329371,2NZ-5704928,1298,YELLOW,STATION WAGGON,,偉金建築,2011-12-01,2004,2011-05-04,N,-,Y,,,,
Adam,W102,,馬料水,各區,工程車,吊機,9噸吊車,ISUZU,"新記包保養
(1/2018)",,,,Medium Goods Vehicle,2,NQR75K-V,JAAN1R75KB7100239,4HK1-916347,5193,YELLOW,TIPPER,9,偉金建築,2011-09-01,2011,2011-09-01,Y,-,-,,,,
Adam,W162,,馬料水,余喜龍,員工車,私家車,7座位私家車,TOYOTA,"新記包保養
(1/2018)",,,,Private Car,2,SIENTA,NCP81-0041991,1NZ-B124017,1496,WHITE,STATION WAGGON,,偉金建築,2011-10-21,2004,2011-10-21,N,-,Y,,"13/9/2019-此車長期交余喜龍使用,扣數合約轉回05HY2018",,
Adam,W038,,馬料水,各區,工程車,夾車,9噸夾車,ISUZU,新記包保養,,,,Medium Goods Vehicle,2,NQR75K-V,JAAN1R75KB7100310,4HK1-937427,5193,YELLOW,TIPPER,9,偉金建築,2011-12-01,2011,2011-12-01,Y,-,Y,,,,
Adam,W283,,馬料水,各區,員工車,私家車,8座位私家車(NOAH),TOYOTA,,N/A,,,Private Car,2,NOAH,JT7X2RB7107005727,3ZR-B137361,1987,YELLOW,STATION WAGGON,,偉金建築,2013-06-10,2013,2013-06-10,Y,-,Y,,"2/1/2020-交05HY使用
27/12/2019-新車交地盤使用,收回SB6171泊山塘
22/8/2019-MVMD取回正本牌簿(日立財務)
3/7/2019 1320-借05HY2018使用(有交收紙)
2/7/2019-PW2595完成維修, 交回SB6171(泊山塘)
25/6/2019-PW2595維修, 梁國威需暫借SB6171 (有交收紙)
17/6/2019-轉用新合約車WC7918",,
Adam,W783,,馬料水,各區,工程車,燈車,5.5噸燈車(孖屋),ISUZU,,,,,S.P.V.,2,NRP75HJW-V,JAANPR75HE7103628,4HK-229919,5193,YELLOW,TRAFFIC WARNING SIGN,5.5,偉金建築,2019-05-24,2014,2014-07-29,,-,-,,"24/5/2019-已由金門過戶至偉金建築, 車暫放大華街(新記驗車)",,
Adam,W793,,馬料水,各區,工程車,燈車,5.5噸燈車(孖屋),ISUZU,,,,,S.P.V.,2,NRP75HJW-V,JAANPR75HE7102200,4HK1-197559,5193,YELLOW,TRAFFIC WARNING SIGN,5.5,偉金建築,2019-05-24,2014,2014-07-28,,-,-,,"24/5/2019-已由金門過戶至偉金建築, 車暫放大華街(新記驗車)",,
Adam,W508,,馬料水,各區,工程車,護航車 (TMA),16噸護航車,ISUZU,,,,,S.P.V.,2,FVR34QC-V,JALFVR347E7000431,6HK1-658341,7790,YELLOW,TRAFFIC WARNING SIGN,16,偉金建築,2019-03-05,2014,2014-08-10,,-,-,,"9/8/2019-1705交還車輛至05HY2018
8/5/2019-更正扣數合約
5/3/2019-車輛過戶至偉金建築",,
Adam,W621,,馬料水,各區,員工車,私家車,5座位私家車,KIA,"取消(2019/12)
新記包保養 (5/2018)",N/A,,,Private Car,2,MORNING 1.3 A/T LX,KNABX512MGT230844,G4LAFP154950,1248,YELLOW,SALOON,,偉金建築,2016-03-08,2016,2016-03-08,N,-,Y,,"24/10/2018-余喜龍通知此車借05HY替PX9948(交通意外)-未有交收紙
26/9/2018-更正扣數合約(由03HY轉至05HY)
12/3/18-Homan通知此車由23/2/2018回03HY使用
16/1/2018-Philip 通知此車已交05HY使用",,
Adam,W644,,馬料水,各區,員工車,客貨車,客貨車,NISSAN,,N/A,,,Light Goods Vehicle,2,NV350 URVAN 2.5L DIESEL M/T HALF PANEL VAN (LGV) STD,JN1MC2E26Z0005618,YD25-386078A,2488,YELLOW,VAN,3.3,偉金建築,2016-03-07,2015,2016-03-07,,-,-,,,,
Adam,W720,,馬料水,各區,工程車,護航車 (TMA),16噸護航車,DONGFENG,,N/A,,,S.P.V.,2,DFH1160B81,LGAX2C135G1816447,78136097,6690,YELLOW,TRAFFIC WARNING SIGN,16,偉金建築,2016-03-29,2016,2016-03-29,Y,Y,Y,,"11/3/2019-按2019-02月扣數確認表通知""由2019.03.25開始車輛交往-05HY2018使用""",,
Adam,W737,,馬料水,各區,工程車,升降台,11噸車23米升降台,ISUZU,,N/A,,,S.P.V.,2,FRR90K-V,JALFRR90KF7000112,4HK1-400618,5193,YELLOW,AERIAL PLATFORM,11,偉金建築,2016-08-01,2015,2016-08-01,Y,Y,Y,,,,
Adam,W704,,馬料水,各區,工程車,夾車,24噸夾車,HINO,,N/A,,,Medium Goods Vehicle,2,700 Series FS1ELRD-KAG,JHDFS1ELRXXX10146,E13CWA11346,12913,YELLOW,TIPPER,24,偉金建築,2016-08-04,2016,2016-08-04,Y,-,Y,,8-2-2023 UF8163 由05HY2018 資產轉移去 07HY2021,,
Adam,W574,,各區,各區,工程車,水車,16噸水車(8000升 ),DONGFENG,,N/A,,,S.P.V.,2,DFH1160B81,LGAX2C132G1817331,78320611,6690,YELLOW,ROAD SWEEPER,16,偉金建築,2016-10-31,2016,2016-10-31,,Y,Y,,"7/8/2019-曾廣輝通知轉合約,由03HY轉至05HY2018使用",,
Adam,,,馬料水,各區,工程車,護航車 (TMA),16噸護航車,DONGFENG,,N/A,,,S.P.V.,2,DFH1160B81,LGAX2C139G1817343,78320597,6690,YELLOW,TRAFFIC WARNING SIGN,16,偉金建築,2016-11-07,2016,2016-11-07,,Y,Y,,"11/3/2019-按2019-02月扣數確認表通知""由2019.03.25開始車輛交往-05HY2018使用""",,
Adam,W581,,馬料水,各區,工程車,護航車 (TMA),16噸護航車,DONGFENG,,N/A,,,S.P.V.,2,DFH1160B81,LGAX2C137G1817342,78320603,6690,YELLOW,TRAFFIC WARNING SIGN,16,華盛工程,2017-02-16,2016,2016-11-07,,Y,Y,,"11/3/2019-按2019-02月扣數確認表通知""由2019.03.25開始車輛交往-05HY2018使用""",,
Adam,,,馬料水,各區,工程車,護航車 (TMA),16噸護航車,DONGFENG,,N/A,,,S.P.V.,2,DFH1160B81,LGAX2C13XG1817335,78320618,6690,YELLOW,TRAFFIC WARNING SIGN,16,偉金建築,2016-11-07,2016,2016-11-07,,Y,Y,,"1/11/2019-榮Whatsapp通知此車已於26/10/2019交回05HY (未有交收紙)
13/9/2019-收到地盤回覆扣數確認通知此車於9/8/2019借于DC201206,於2019-8月份已做的扣數未能作出更改,扣數資料會於1/9/2019更新。
9/8/2019-1705交還車輛至05HY2018
28/3/2019-Charles通知機械部HY201207轉扣數合約為NE201705",,
Adam,W733,,馬料水,各區,工程車,護航車 (TMA),16噸護航車,DONGFENG,,N/A,,,S.P.V.,2,DFH1160B81,LGAX2C136G1817347,78320605,6690,YELLOW,TRAFFIC WARNING SIGN,16,偉金建築,2017-02-02,2016,2017-02-02,,Y,-,,"22/1/2018-余喜龍通知此車將會安裝行車紀錄,硬盤,主機及鏡頭3個(惠誠)",,
Adam,W729,,馬料水,各區,工程車,護航車 (TMA),16噸護航車,DONGFENG,,N/A,,,S.P.V.,2,DFH1160B81,LGAX2C138G1817348,78320614,6690,YELLOW,TRAFFIC WARNING SIGN,16,偉金建築,2017-02-02,2016,2017-02-02,,N,-,,"24/6/2019-安裝前後CAM錄影系統 ($11000 創天)。惠誠車CAM拆除(輝哥保管)。
24/10/2018-安裝惠誠前後車CAM連硬盤($3,400)。",,
Adam,W166,,馬料水,各區,工程車,護航車 (TMA),16噸護航車,DONGFENG,,N/A,,,S.P.V.,2,DFH1160B81,LGAX2C134G1817346,78320616,6690,YELLOW,TRAFFIC WARNING SIGN,16,偉金建築,2017-04-06,2016,2017-04-06,,N,Y,,"9/8/2019-1705交還車輛至05HY2018
28/3/2019-Charles通知機械部HY201207轉扣數合約為NE201705",,
Adam,W099,,馬料水,各區,工程車,護航車 (TMA),16噸護航車,DONGFENG,,N/A,,,S.P.V.,2,DFH1160B81,LGAX2C135G1817341,78320600,6690,YELLOW,TRAFFIC WARNING SIGN,16,偉金建築,2017-04-06,2016,2017-04-06,,N,Y,,"9/8/2019-1705交還車輛至05HY2018
28/3/2019-Charles通知機械部HY201207轉扣數合約為NE201705",,
Adam,W614,,馬料水,各區,工程車,護航車 (TMA),16噸護航車,ISUZU,,N/A,,,S.P.V.,2,FVR34QC-V,JALFVR347H7000708,6HK-200276,7790,YELLOW,TRAFFIC WARNING SIGN,16,赤道綫,2017-10-03,2017,2017-10-03,,-,Y,,"25/9/2020-會計部寄回正本牌簿MVMD存放
9/8/2019-1705交還車輛至05HY2018
28/3/2019-Charles通知機械部HY201207轉扣數合約為NE201705
1/1/2019-車輛交HY201207使用(外賣)
17/8/2018-車輛由赤道綫交回WCCL, 將會泊落馬洲(暫未交出地盤使用,因要等21牌)",,
Adam,W600,,馬料水,各區,工程車,吸缸車,16噸吸缸車,DONGFENG,,N/A,,,Medium Goods Vehicle,2,DFH1160B81,LGAX2C135H1818538,78437103,6690,YELLOW,GULLY EMPTIER,16,偉金建築,2017-12-20,2017,2017-12-20,,Y,Y,,,,
Adam,,,大埔,廠長,員工車,私家車,5座位電動車(E-Golf),VOLKSWAGEN,,大眾(錦龍) (5年/10萬) 電池: 8年/16萬,,,Private Car,2,NEW E-GOLF LIFE,WVWZZZAUZJW904231,,Rate Power : 100KW,WHITE,STATION WAGGON,1.57T,赤道綫,2018-01-31,2017,2018-01-31,,-,Y,,"22/3/2022-VG2245轉交07HY2021使用(有交收紙)
19/3/2022-VG2245交回WCCL(備用-欠交收紙)
24/2/2022-VG2245交05HY2018試用(有交收紙)
24/12/2021-VG2245交回公司泊山塘(DC201704合約期滿)-交回1套匙",,
Adam,,,馬料水,戴柏基,員工車,私家車,7座位私家車 (Sienta HV),TOYOTA,,"皇冠
(5年/10萬公里)",,,Private Car,2,SIENTA HV,JTDZZ9H310L000524,1NZ8502416,1497,WHITE,STATION WAGGON,,赤道綫,2018-03-02,2018,2018-02-03,,-,Y,,"11/1/2022-VH3999交05HY2018戴柏基使用(替SM6601交通意外)
28/12/2021-VH3999交回公司泊山塘(DC201704合約期滿)-交回1套匙",,
Adam,,,馬料水,各區,工程車,夾車,30噸夾車,ISUZU,,,,,Heavy Goods Vehicle,2,CYH52SD-7S,JALCYH52SA7000068,6WG1-412842,15681,YELLOW,Tipper,30,偉金建築,2019-05-15,2010,2010-07-16,,-,,,,,
Adam,,,馬料水,各區,工程車,吸缸車,16噸吸缸車,DONGFENG,,N/A,,,Medium Goods Vehicle,2,DFH1160B81,LGAX2C134H1818711,78467221,6690,YELLOW,GULLY EMPTIER,16,偉金建築,2018-03-22,2017,2018-03-22,,Y,Y,,"6/1/2022-戴柏基確認此車於05HY2018使用
7/8/2019-曾廣輝通知此車由1/8/2019起更改為DC201502及05HY2018各一半
5/7/2019-扣數會約請留意**
28/6/2018-車輛還05HY使用(沒有交收紙)
12/6/2018-車輛交03HY使用-小濠灣(沒有交收紙)
7/6/2018-根據2018-05月份扣數確認表更正資料
2018年4月份車輛扣數確認表更新扣數合約
28/3/2018-車輛交大埔廠,榮代收車",,
Adam,,,馬料水,各區,工程車,雪糕筒車,16噸半自動雪糕筒車,SINOTRUK,,,,,Medium Goods Vehicle,2,ZZ1167M601GE1,LZZ1BBMG5EW869795,140707804197,6871,YELLOW,PLATFORM,16,偉金建築,2019-05-24,2015,2019-05-24,,-,Y,,25/6/2019-車送落馬洲-放山塘廠,,
Adam,,,馬料水,巡路,巡路車,客貨車,5座位客貨車,"VOLKSWAGEN
(New Caddy Maxi)",,Scania (5年/20萬),,,Light Goods Vehicle,2,NEW CADDY MAXI,WV2ZZZ2KZJX160920,DFS236727,1968,"YELLOW
WHITE",VAN,2.28,偉金建築,2019-06-11,2018,2019-06-11,,-,Y,,巡路車,,
Adam,,,大欖,各區,工程車,貨車,16噸平斗車,SINOTRUK,,,,,Medium Goods Vehicle,2,ZZ1167M601GE1,LZZ1BBMG5EW871630,140807802727,6871,YELLOW,PLATFORM,16,偉金建築,2020-02-21,2015,2020-02-21,,-,,,"29/9/2021-更改車牌, 舊牌WP8952, 放落馬洲
8/5/2020-新車交落馬洲廠 (X上裝)
未交車至公司",,
Adam,,,大欖,各區,工程車,貨車,16噸平斗車,SINOTRUK,,,,,Medium Goods Vehicle,2,ZZ1167M601GE1,LZZ1BBMG0EW872071,140807802747,6871,YELLOW,PLATFORM,16,偉金建築,2020-02-21,2015,2020-02-21,,-,Y,,"29/9/2021-更改車牌, 舊牌WP9760, 放落馬洲
8/5/2020-新車交落馬洲廠 (X上裝)
未交車至公司",,
Adam,W169,,馬料水,余基興,員工車,私家車,5座位私家車,TOYOTA,,,,,Private Car,2,RACTIS,NCP100-2016057,1NZ-D720156,1496,YELLOW,STATION WAGGON,,偉金建築,2019-11-25,2010,2019-11-25,,-,,,"27/12/2019-新車交地盤使用,收回SB6171",,
Adam,W167,,馬料水,葉榮輝,員工車,私家車,5座位私家車,TOYOTA,,,,,Private Car,2,RACTIS,NCP100-0134371,1NZ-D438099,1496,YELLOW,STATION WAGGON,,偉金建築,2019-12-04,2009,2019-12-04,,-,,,"27/12/2019-新車交地盤使用,收回SB6412",,
Adam,,,馬料水,各區,工程車,雪糕筒車,16噸半自動雪糕筒車,SINOTRUK,,,,,Medium Goods Vehicle,2,ZZ1167M601GE1,LZZ1BBMG1FW110837,150607801847,6871,YELLOW,PLATFORM,16,偉金建築,2020-01-09,2015,2020-01-09,,-,0,,,,
Adam,,,馬料水,各區,工程車,雪糕筒車,16噸半自動雪糕筒車,SINOTRUK,,,,,S.P.V.,2,ZZ1167M601GE1,LZZ1BBMGXFW110836,150607801837,6871,YELLOW,PLATFORM,16,偉金建築,2019-08-26,2015,2019-08-26,,-,Y,,"25/5/2023 改變車輛用途, 1/10/2021-更新扣數合約由03HY2015改至05HY2018 -放山塘廠
29/9/2021-更改車牌, 舊牌WH5923
24/9/2019-安裝雪糕筒上裝上車
10/9/2019-早上送車到新田",,
Adam,,,馬料水,各區,工程車,雪糕筒車,16噸半自動雪糕筒車,SINOTRUK,,,,,Medium Goods Vehicle,2,ZZ1167M601GE1,LZZ1BBMG8FW110835,150607801857,6871,YELLOW,PLATFORM,16,偉金建築,2019-08-26,2015,2019-08-26,,-,,,"1/10/2021-更新扣數合約由03HY2015改至05HY2018 (長輝路維修20211023-榮)
29/9/2021-更改車牌, 舊牌WH6160
25/3/2020-2020年3月汽車紀錄WH6160於03合約使用中
10/9/2019-早上送車到新田",,
Adam,,,馬料水,各區,工程車,掃街車,"12.16噸掃街車
(運輸帶型)",DULEVO,,,,,S.P.V.,2,5000 VELOCE EU6,ZA9S5020E6AC38281,1661966,4485,YELLOW,ROAD SWEEPER,12.16,偉金建築,2020-06-03,2019,2020-06-03,,-,,,5/6/2020 1400-車輛送到山塘,,
Adam,W784,,馬料水,巡路,巡路車,客貨車,5座位客貨車,"VOLKSWAGEN
(New Caddy Maxi)",,"Scania
(5年/20萬)",,,Light Goods Vehicle,2,NEW CADDY MAXI,WV2ZZZ2KZKX098541,DFS010565,1968,YELLOW,VAN,2.28,偉金建築,2020-08-28,2019,2020-08-28,,-,Y,,"巡路車
19/9/2020-05HY到山塘取車
2/9/2020-收到正本牌簿
31/8/2020-榮取車交二友噴油轉色",,
Adam,W489,,馬料水,各區,工程車,掃街車,"16噸孖軚掃街車
(真空吸咀式)",MAN,,,,,S.P.V.,2,TGM 18.250 4x2 BB,WMAN08ZZ2LY410927,22856275015629,6871,YELLOW,ROAD SWEEPER,16,偉金建築,2021-06-02,2020,2021-06-02,,-,"Y(2車,1尿素)",,"2/7/2021-地盤到山塘取車。(交收表)
17/6/2021-車交到山塘
掃街車上裝:Johnston VT652 EQ No.: 211706 (科匯動力)",,
Adam,W490,,馬料水,各區,工程車,掃街車,"16噸孖軚掃街車
(真空吸咀式)",MAN,,,,,S.P.V.,2,TGM 18.250 4x2 BB,WMAN08ZZ4LY410833,22856245655629,6871,YELLOW,ROAD SWEEPER,16,偉金建築,2021-06-29,2020,2021-06-29,,-,"Y(2車,1尿素)",,"24/8/2021-陳泰文通知此車已派出使用
18/8/2021-戴柏基簽收新掃街車(交收表)
2/7/2021-車交到大埔廠
掃街車上裝:Johnston VT652 EQ No.: 211873 (科匯動力)",,
Adam,W491,,馬料水,各區,工程車,掃街車,"16噸孖軚掃街車
(真空吸咀式)",MAN,,,,,S.P.V.,2,TGM 18.250 4x2 BB,WMAN08ZZ3LY410614,22856035915616,6871,YELLOW,ROAD SWEEPER,16,偉金建築,2021-07-08,2020,2021-07-08,,-,"Y(2車,1尿素)",,"29/7/2021-車交到大埔廠
掃街車上裝:Johnston VT652 EQ No.: 212078 (科匯動力)",,
Adam,W656,,馬料水,各區,工程車,掃街車,"16噸孖軚掃街車
(真空吸咀式)",MAN,,,,,S.P.V.,2,TGM 18.250 4x2 BB,WMAN08ZZ9LY410911,22856265745629,6871,YELLOW,ROAD SWEEPER,16,偉金建築,2021-07-13,2020,2021-07-13,,-,"Y(2車,1尿素)",,"7-NOV-2022 由05HTY2018 暫借給 08HY2021 1/10 由08HY2021 歸還給 05HY2018 1/4/2022-戴柏基於14/4/2022確認此車是05HY2018暫借08HY2021使用，恆常支出包括牌費,燕梳,GPS,驗車扣05HY2018,而油費,隧道標籤及損耗維修等支出扣08HY2021數,直至另行通知
18/8/2021-戴柏基簽收新掃街車(交收表)
29/7/2021-車交到大埔廠
掃街車上裝:Johnston VT652 EQ No.: 212079 (科匯動力)",,
Adam,W657,,馬料水,各區,工程車,掃街車,"16噸孖軚掃街車
(真空吸咀式)",MAN,,,,,S.P.V.,2,TGM 18.250 4x2 BB,WMAN08ZZ5LY410775,22856235845629,6871,YELLOW,ROAD SWEEPER,16,偉金建築,2021-07-13,2020,2021-07-13,,-,"Y(2車,1尿素)",,"24/8/2021-陳泰文通知此車已派出使用
18/8/2021-戴柏基簽收新掃街車(交收表)
29/7/2021-車交到大埔廠
掃街車上裝:Johnston VT652 EQ No.: 213986 (科匯動力)",,
Adam,W662,,大欖,管工,工程車,農夫車,農夫車(燈車),ISUZU,新記包保養,,,,S.P.V.,2,TFR86JD-V,MPATFR86JDT000803,4JK1-KM4416,2499,YELLOW,TRAFFIC WARNING SIGN,2.9,偉金建築,2013-06-25,2013,2013-06-25,N,-,Y,,"29/6 資產轉移由05HY2018轉去08HY2021 22/8/2019-MVMD取回正本牌簿(日立財務); 7月1日, 資產轉移, 由05HY2018 轉去08HY2021",,
Adam,W663,,港珠澳,GANG隊,工程車,農夫車,農夫車(燈車),ISUZU,新記包保養,,,,S.P.V.,2,TFR86JD-V,MPATFR86JDT001025,4JK1-KM4417,2499,YELLOW,TRAFFIC WARNING SIGN,2.9,偉金建築,2013-06-25,2013,2013-06-25,N,-,Y,,18/7 資產轉移由05HY2018轉去08HY2021 22/8/2019-MVMD取回正本牌簿(日立財務),,
Adam,W664,,港珠澳,GANG隊,工程車,農夫車,農夫車(燈車),ISUZU,新記包保養,,,,S.P.V.,2,TFR86JD-V,MPATFR86JDT001024,4JK1-KM4414,2499,YELLOW,TRAFFIC WARNING SIGN,2.9,偉金建築,2013-06-25,2013,2013-06-25,N,-,Y,,18/7 資產轉移由05HY2018轉去08HY2021 22/8/2019-MVMD取回正本牌簿(日立財務),,
Adam,W665,,大欖,各區,工程車,農夫車,農夫車(燈車),ISUZU,新記包保養,,,,S.P.V.,2,TFR86JD-V,MPATFR86JCT101113,4JK1-JY4447,2499,YELLOW,TRAFFIC WARNING SIGN,2.9,偉金建築,2013-06-25,2012,2013-06-25,N,-,Y,,22/8/2019-MVMD取回正本牌簿(日立財務),,
Adam,W666,,廈村,GANG隊,工程車,農夫車,農夫車(燈車),ISUZU,新記包保養,,,,S.P.V.,2,TFR86JD-V,MPATFR86JDT000712,4JK1-JY4446,2499,YELLOW,TRAFFIC WARNING SIGN,2.9,偉金建築,2013-06-25,2013,2013-06-25,N,-,Y,,18/7 資產轉移由05HY2018轉去08HY2021 22/8/2019-MVMD取回正本牌簿(日立財務),,
Adam,W667,"壞車, 報廢",大欖,各區,工程車,農夫車,農夫車(燈車),ISUZU,新記包保養,,,,S.P.V.,2,TFR86JD-V,MPATFR86JCT101112,4JK1-JY4445,2499,YELLOW,TRAFFIC WARNING SIGN,2.9,偉金建築,2013-06-25,2012,2013-06-25,N,-,Y,,"1/7/2022 資產轉移 由05HY2018 轉去08HY2021 8/4/2022-收通知此車於1/4/2022交08HY2021使用
22/8/2019-MVMD取回正本牌簿(日立財務)",,
Adam,W668,,大欖,各區,工程車,農夫車,農夫車(燈車),ISUZU,新記包保養,,,,S.P.V.,2,TFR86JD-V,MPATFR86JDT000713,4JK1-JY4444,2499,YELLOW,TRAFFIC WARNING SIGN,2.9,偉金建築,2013-06-25,2013,2013-06-25,N,-,Y,,"29/6 資產轉移由05HY2018轉去08HY2021 22/8/2019-MVMD取回正本牌簿(日立財務); 7月1日, 資產轉移, 由05HY2018 轉去08HY2021",,
Adam,,,馬料水,各區,合約車,四驅車,四驅車,"MITSUBISHI
(Pajero)",,"森那美
3年 / 10萬公里",,,Private Car,2,PAJERO 3.0 5AT,V93W1200157,6G72-YX8964,2972,YELLOW,STATION WAGGON,,偉金建築,2019-05-07,2019,2019-05-07,,-,Y,,"17/6/2019-司機換車,維修WC8123著燈(Airbag)
9/5/2019-交車到山塘",,
Adam,,,馬料水,各區,合約車,私家車,8座位私家車(Serena),NISSAN,,"大昌行
3年/10萬公里",,,Private Car,2,SERENA,GC27-800141,MR20-513442C,1997,YELLOW,STATION WAGGON,,偉金建築,2019-05-07,2019,2019-05-07,,-,Y,,"13/6/2019-司機到山塘取車,交回舊合約車SB6068泊山塘
13/6/2019-已裝Lightbar
20/5/2019-交車到山塘",,
Adam,,,馬料水,各區,合約車,私家車,8座位私家車(Serena),NISSAN,,"大昌行
3年/10萬公里",,,Private Car,2,SERENA,GC27-800129,MR20-466408C,1997,YELLOW,STATION WAGGON,,偉金建築,2019-05-07,2019,2019-05-07,,-,Y,,"14/6/2019-司機到山塘取車,交回舊合約車SB6412泊山塘
13/6/2019-已裝Lightbar
04/6/2019-交車到山塘
20/5/2019-到二友噴油",,
Adam,,,馬料水,各區,合約車,私家車,8座位私家車(Serena),NISSAN,,"大昌行
3年/10萬公里",,,Private Car,2,SERENA,GC27-800142,MR20-513363C,1997,YELLOW,STATION WAGGON,,偉金建築,2019-05-07,2019,2019-05-07,,-,Y,,"17/6/2019-司機到山塘取車,交回舊合約車SB5247泊山塘
27/5/2019-到二友噴油",,
Adam,,,馬料水,各區,合約車,私家車,8座位私家車(Serena),NISSAN,,"大昌行
3年/10萬公里",,,Private Car,2,SERENA,GC27-800133,MR20-469549C,1997,YELLOW,STATION WAGGON,,偉金建築,2019-05-07,2019,2019-05-07,,-,Y,,"18/6/2019-司機到山塘取車
27/5/2019-交車到山塘
20/5/2019-到二友噴油",,
Adam,,,馬料水,各區,合約車,私家車,8座位私家車(Serena),NISSAN,,"大昌行
3年/10萬公里",,,Private Car,2,SERENA,GC27-800134,MR20-469507C,1997,YELLOW,STATION WAGGON,,偉金建築,2019-05-07,2019,2019-05-07,,-,Y,,"17/6/2019-司機到山塘取車,交回舊合約車SB5159泊山塘
27/5/2019-交車到山塘
20/5/2019-到二友噴油",,
Adam,,,馬料水,各區,合約車,私家車,8座位私家車(Serena),NISSAN,,"大昌行
3年/10萬公里",,,Private Car,2,SERENA,GC27-800145,MR20-510913C,1997,YELLOW,STATION WAGGON,,偉金建築,2019-05-07,2019,2019-05-07,,-,Y,,"17/6/2019-司機到山塘取車,交回舊合約車SB6171泊山塘
13/6/2019-已裝Lightbar
27/5/2019-到二友噴油",,
Adam,,,馬料水,各區,合約車,私家車,8座位私家車(Serena),NISSAN,,"大昌行
3年/10萬公里",,,Private Car,2,SERENA,GC27-800136,MR20-469703C,1997,YELLOW,STATION WAGGON,,偉金建築,2019-05-07,2019,2019-05-07,,-,Y,,"17/6/2019-司機到山塘取車,交回舊合約車SB6234泊山塘
04/6/2019-交車到山塘
27/5/2019-到二友噴油",,
Adam,,,馬料水,各區,合約車,四驅車,四驅車,"MITSUBISHI
(Pajero)",,"森那美
3年 / 10萬公里",,,Private Car,2,PAJERO 3.0 5AT,V93W1200153,6G72-YX8963,2972,YELLOW,STATION WAGGON,,偉金建築,2019-05-07,2019,2019-05-07,,-,Y,,"20/6/2019-余喜龍取車回05HY2018
19/6/2019-完成維修(Airbag 燈),泊回山塘
17/6/2019-司機換車,維修WC8123著燈(Airbag)
14/6/2019-司機到山塘取車,交回舊合約車SB1337泊山塘
9/5/2019-交車到山塘",,
Adam,,,馬料水,各區,合約車,農夫車,農夫車(燈車),"MITSUBISHI
(L200)",,"環宇
3年/10萬公里",,,S.P.V.,2,L200,MMCJLKL60LH132461,4N14UAG1695,2268,YELLOW,TRAFFIC WARNING SIGN,3.11,偉金建築,2021-12-06,2020,2021-12-06,,-,Y,,"8/2/2022-新合約燈車XT5031交地盤使用05HY2018
車放山塘",,
Adam,,,馬料水,各區,合約車,農夫車,農夫車(燈車),"MITSUBISHI
(L200)",,"環宇
3年/10萬公里",,,S.P.V.,2,L200,MMCJLKL60LH133842,4N14UAG3421,2268,YELLOW,TRAFFIC WARNING SIGN,3.11,偉金建築,2022-01-19,2020,2022-01-19,,-,Y,,26/1/2022-車交到山塘(榮收車)27/1/2022交回一套後備車匙,,
Adam,,,馬料水,各區,合約車,農夫車,農夫車(燈車),"MITSUBISHI
(L200)",,"環宇
3年/10萬公里",,,S.P.V.,2,L200,MMCJLKL60LH133859,4N14UAG3436,2268,YELLOW,TRAFFIC WARNING SIGN,3.11,偉金建築,2022-02-09,2020,2022-02-09,,-,Y,,18/2/2022-車交到山塘(龍承均代收車)18/2/2022交回一套後備車匙,,
Adam,,,馬料水,各區,合約車,農夫車,農夫車(燈車),"MITSUBISHI
(L200)",,"環宇
3年/10萬公里",,,S.P.V.,2,L200,MMCJLKL60LH133832,4N14UAG3389,2268,YELLOW,TRAFFIC WARNING SIGN,3.11,偉金建築,2022-02-21,2020,2022-02-21,,-,Y,,15/3/2022-車交到山塘(榮收車)16/3/2022交回一套後備車匙,,
Adam,,,馬料水,各區,合約車,農夫車,農夫車(燈車),"MITSUBISHI
(L200)",,"環宇
3年/10萬公里",,,S.P.V.,2,L200,MMCJLKL60LH133838,4N14UAG3390,2268,YELLOW,TRAFFIC WARNING SIGN,3.11,偉金建築,2022-03-01,2020,2022-03-01,,-,Y,,15/3/2022-車交到山塘(榮收車)16/3/2022交回一套後備車匙,,
